id_subsistema;nom_subsistema;din_instante;val_gerhidraulica;val_gertermica;val_gereolica;val_gersolar;val_carga;val_intercambio
NE;NORDESTE;2026-03-24 06:00:00;3252.43;492.737;11913.212;3117.495;12769.928;6005.946
N;NORTE;2026-03-24 06:00:00;13474.085;1984.45;170.232;116.682;8025.098;7720.351
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-24 06:00:00;53482.504;8991.896;13104.798;4829.626;80408.82;0.0
SE;SUDESTE/CENTRO-OESTE;2026-03-24 06:00:00;32492.801;5389.821;74.11499999;1474.896;44502.339;-5070.70599999
S;SUL;2026-03-24 06:00:00;4263.188;1124.88799999;947.239;120.553;15111.459;-8655.591
NE;NORDESTE;2026-03-24 07:00:00;2694.803;470.07399999;10515.549;7139.70999999;12928.158;7891.978
N;NORTE;2026-03-24 07:00:00;11697.679;1928.009;134.949;468.03699999;7948.725;6279.949
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-24 07:00:00;48100.955;8812.535;11540.5;14668.579;83751.22;-628.65
SE;SUDESTE/CENTRO-OESTE;2026-03-24 07:00:00;28024.606;5273.30499999;53.171;6189.843;46457.692;-6916.767
S;SUL;2026-03-24 07:00:00;5683.86699999;1141.147;836.831;870.98899999;16416.641;-7883.807
NE;NORDESTE;2026-03-24 08:00:00;2446.091;472.071;11172.50699999;8553.07;13372.97299999;9270.766
N;NORTE;2026-03-24 08:00:00;10270.274;1920.232;85.45;866.691;8224.945;4917.70199999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-24 08:00:00;44088.869;8826.613;11791.681;21564.06;87325.03;-1053.81
SE;SUDESTE/CENTRO-OESTE;2026-03-24 08:00:00;25238.25;5259.67199999;43.569;10248.813;48236.39;-7446.086
S;SUL;2026-03-24 08:00:00;6134.254;1174.63799999;490.155;1895.486;17490.722;-7796.189
NE;NORDESTE;2026-03-24 09:00:00;2407.29899999;475.403;10419.778;10137.419;13367.787;10072.112
N;NORTE;2026-03-24 09:00:00;9106.49499999;1943.227;98.718;1231.964;8431.192;3949.212
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-24 09:00:00;39562.001;8838.076;10928.333;28122.066;88350.94;-900.46
SE;SUDESTE/CENTRO-OESTE;2026-03-24 09:00:00;22597.325;5253.289;24.424;13893.368;49087.378;-7318.972
S;SUL;2026-03-24 09:00:00;5450.88199999;1166.157;385.41299999;2859.31499999;17464.58;-7602.813
NE;NORDESTE;2026-03-24 10:00:00;2428.641;482.717;8417.769;10784.691;13882.276;8231.542
N;NORTE;2026-03-24 10:00:00;9030.396;1931.17799999;20.779;1514.99599999;8413.01;4084.339
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-24 10:00:00;39352.744;8742.203;8760.239;32284.385;90040.06;-900.49
SE;SUDESTE/CENTRO-OESTE;2026-03-24 10:00:00;23042.956;5187.764;30.952;16402.863;49934.463;-5269.92799999
S;SUL;2026-03-24 10:00:00;4850.751;1140.54399999;290.73899999;3581.835;17810.31199999;-7946.443
NE;NORDESTE;2026-03-24 11:00:00;2412.591;492.197;6946.76;11479.475;14326.016;7005.007
N;NORTE;2026-03-24 11:00:00;9193.326;1920.754;57.806;1647.387;8214.371;4604.902
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-24 11:00:00;39110.847;8755.521;7282.832;35314.475;91364.24;-900.56
SE;SUDESTE/CENTRO-OESTE;2026-03-24 11:00:00;22821.604;5174.423;37.51;18203.518;50864.763;-4627.70799999
S;SUL;2026-03-24 11:00:00;4683.326;1168.147;240.75599999;3984.095;17959.089;-7882.765
NE;NORDESTE;2026-03-24 12:00:00;2417.70599999;497.81699999;5647.032;11287.813;14020.405;5829.963
N;NORTE;2026-03-24 12:00:00;9081.004;1926.793;42.392;1596.51;8125.856;4520.843
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-24 12:00:00;38391.183;8752.23;5929.492;35254.313;89227.69;-900.47
SE;SUDESTE/CENTRO-OESTE;2026-03-24 12:00:00;22702.068;5161.41599999;23.276;18522.15399999;50377.882;-3968.968
S;SUL;2026-03-24 12:00:00;4190.405;1166.204;216.792;3847.836;16703.549;-7282.312
NE;NORDESTE;2026-03-24 13:00:00;2430.737;502.19499999;6678.727;10850.904;14335.375;6127.188
N;NORTE;2026-03-24 13:00:00;10411.686;1945.443;65.251;1523.836;8585.464;5360.752
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-24 13:00:00;42238.279;8761.996;6936.049;33440.478;92277.36;-900.56
SE;SUDESTE/CENTRO-OESTE;2026-03-24 13:00:00;24855.60599999;5161.44299999;16.816;17735.168;51791.38299999;-4022.35
S;SUL;2026-03-24 13:00:00;4540.25;1152.915;175.255;3330.57;17565.137;-8366.147
NE;NORDESTE;2026-03-24 14:00:00;2528.64199999;499.02;6547.921;9293.933;14729.38;4140.136
N;NORTE;2026-03-24 14:00:00;10935.011;1982.128;154.518;1364.429;8844.332;5591.754
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-24 14:00:00;49184.739;8785.844;6921.616;28167.231;93959.99;-900.56
SE;SUDESTE/CENTRO-OESTE;2026-03-24 14:00:00;27435.773;5164.481;42.387;14673.59999999;52234.42999999;-4918.18899999
S;SUL;2026-03-24 14:00:00;8285.313;1140.215;176.79;2835.269;18151.851;-5714.264
NE;NORDESTE;2026-03-24 15:00:00;3120.324;503.877;8649.984;7334.879;15044.091;4564.973
N;NORTE;2026-03-24 15:00:00;12423.395;1997.226;83.70099999;1008.793;8876.251;6636.864
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-24 15:00:00;53567.685;9031.609;8940.024;22589.786;95029.63;-900.52
SE;SUDESTE/CENTRO-OESTE;2026-03-24 15:00:00;29644.67399999;5414.18699999;32.402;11951.54;52522.82;-5480.017
S;SUL;2026-03-24 15:00:00;8379.292;1116.319;173.937;2294.574;18586.465;-6622.343
NE;NORDESTE;2026-03-24 16:00:00;3902.124;556.364;10130.033;4045.251;15418.63599999;3215.136
N;NORTE;2026-03-24 16:00:00;14422.038;2189.845;36.773;582.109;8919.979;8310.786
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-24 16:00:00;62433.456;9805.117;10390.902;13181.13;96711.08;-900.47
SE;SUDESTE/CENTRO-OESTE;2026-03-24 16:00:00;35553.459;5921.204;37.111;7029.91;53490.569;-4948.88499999
S;SUL;2026-03-24 16:00:00;8555.83499999;1137.704;186.985;1523.86;18881.892;-7477.508
NE;NORDESTE;2026-03-24 17:00:00;5147.11;581.042;10903.37099999;462.708;14862.698;2231.533
N;NORTE;2026-03-24 17:00:00;16193.877;2348.64199999;55.517;215.474;8677.11599999;10136.394
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-24 17:00:00;68155.56;10425.296;11269.317;3431.31;94159.09;-877.6
SE;SUDESTE/CENTRO-OESTE;2026-03-24 17:00:00;39808.884;6340.74999999;108.951;2209.69799999;52417.644;-3949.36099999
S;SUL;2026-03-24 17:00:00;7005.68899999;1154.862;201.47799999;543.43;18201.62799999;-9296.169
NE;NORDESTE;2026-03-24 18:00:00;5909.124;621.27099999;11756.97999999;45.141;15477.01099999;2855.505
N;NORTE;2026-03-24 18:00:00;16387.76999999;2378.892;192.952;25.263;8683.05899999;10301.818
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-24 18:00:00;72459.275;10840.226;12320.276;366.427;96586.1;-599.9
SE;SUDESTE/CENTRO-OESTE;2026-03-24 18:00:00;43030.71;6701.432;157.284;270.88;54392.898;-4232.592
S;SUL;2026-03-24 18:00:00;7131.67099999;1138.63099999;213.06;25.143;18033.13399999;-9524.62899999
NE;NORDESTE;2026-03-24 19:00:00;6236.976;671.184;12209.051;9.15299999;15289.009;3837.355
N;NORTE;2026-03-24 19:00:00;16350.186;2392.17499999;183.264;0.535;9004.911;9921.249
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-24 19:00:00;73684.417;11019.601;12768.999;178.22;98251.03;-599.79
SE;SUDESTE/CENTRO-OESTE;2026-03-24 19:00:00;43172.82499999;6828.89599999;138.103;167.532;55241.33299999;-4933.97699999
S;SUL;2026-03-24 19:00:00;7924.43;1127.346;238.581;1.0;18715.772;-9424.415
NE;NORDESTE;2026-03-24 20:00:00;6322.171;689.086;12163.84199999;0.0;15340.76999999;3834.329
N;NORTE;2026-03-24 20:00:00;16755.852;2349.25;206.828;0.0;9085.723;10226.207
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-24 20:00:00;72819.899;10731.005;12875.45;1.0;97027.09;-599.74
SE;SUDESTE/CENTRO-OESTE;2026-03-24 20:00:00;41963.44599999;6558.27;219.887;0.0;54414.42599999;-5672.823
S;SUL;2026-03-24 20:00:00;7778.43;1134.399;284.89299999;1.0;18186.16999999;-8987.448
NE;NORDESTE;2026-03-24 21:00:00;6121.194;683.2;12791.536;0.0;15680.656;3915.274
N;NORTE;2026-03-24 21:00:00;16450.283;2301.50099999;247.81;0.0;9119.827;9879.767
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-24 21:00:00;71251.562;10604.295;13608.81;1.0;96065.47;-599.8
SE;SUDESTE/CENTRO-OESTE;2026-03-24 21:00:00;41029.04999999;6484.806;220.858;0.0;53596.321;-5861.607
S;SUL;2026-03-24 21:00:00;7651.03499999;1134.788;348.606;1.0;17668.665;-8533.236
NE;NORDESTE;2026-03-24 22:00:00;5824.542;680.187;12017.622;0.0;15495.177;3027.174
N;NORTE;2026-03-24 22:00:00;16754.929;2386.82799999;226.613;0.0;9222.29299999;10146.077
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-24 22:00:00;68683.228;10375.231;12879.345;1.0;92538.57;-599.77
SE;SUDESTE/CENTRO-OESTE;2026-03-24 22:00:00;39383.34;6168.60199999;221.784;0.0;51024.755;-5251.029
S;SUL;2026-03-24 22:00:00;6720.417;1139.614;413.326;1.0;16796.34799999;-8521.991
NE;NORDESTE;2026-03-24 23:00:00;5441.98;668.152;11524.368;0.0;15095.687;2538.813
N;NORTE;2026-03-24 23:00:00;16641.009;2402.041;169.153;0.0;9110.09;10102.113
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-24 23:00:00;64415.9;10379.098;12402.663;1.0;87692.72;-494.06
SE;SUDESTE/CENTRO-OESTE;2026-03-24 23:00:00;37906.47999999;6174.87099999;238.154;0.0;47844.598;-3525.09299999
S;SUL;2026-03-24 23:00:00;4426.43099999;1134.034;470.988;1.0;15642.347;-9609.894
NE;NORDESTE;2026-03-25 00:00:00;4685.44599999;664.33099999;10783.33199999;0.0;14476.49399999;1656.615
N;NORTE;2026-03-25 00:00:00;16743.625;2191.915;159.36099999;0.0;8952.495;10142.406
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 00:00:00;60730.546;10569.519;11648.114;1.0;82949.18;0.0
SE;SUDESTE/CENTRO-OESTE;2026-03-25 00:00:00;36194.766;6598.277;221.383;0.0;44898.811;-1884.385
S;SUL;2026-03-25 00:00:00;3106.709;1114.996;484.038;1.0;14621.379;-9914.636
NE;NORDESTE;2026-03-25 01:00:00;4622.797;656.466;10057.69299999;0.0;14013.488;1323.468
N;NORTE;2026-03-25 01:00:00;16450.223;2144.686;159.263;0.0;8783.464;9970.708
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 01:00:00;57807.098;10501.993;10922.781;1.0;79232.87;0.0
SE;SUDESTE/CENTRO-OESTE;2026-03-25 01:00:00;34349.62999999;6608.507;227.64;0.0;42567.23199999;-1381.455
S;SUL;2026-03-25 01:00:00;2384.448;1092.334;478.185;1.0;13868.688;-9912.721
NE;NORDESTE;2026-03-25 02:00:00;4374.347;648.579;9739.303;0.0;13593.692;1168.537
N;NORTE;2026-03-25 02:00:00;16108.308;2129.267;159.03299999;0.0;8538.667;9857.941
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 02:00:00;55680.871;10483.051;10534.861;1.0;76720.68;-20.9
SE;SUDESTE/CENTRO-OESTE;2026-03-25 02:00:00;33309.31299999;6604.523;227.255;0.0;41192.38999999;-1051.29899999
S;SUL;2026-03-25 02:00:00;1888.903;1100.682;409.27;1.0;13395.931;-9996.076
NE;NORDESTE;2026-03-25 03:00:00;4023.50199999;620.777;9500.301;0.0;13463.78599999;680.794
N;NORTE;2026-03-25 03:00:00;16097.19599999;2093.943;129.929;0.0;8340.27999999;9980.788
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 03:00:00;54862.722;10335.236;10192.833;1.0;75417.77;-25.98
SE;SUDESTE/CENTRO-OESTE;2026-03-25 03:00:00;33167.72499999;6521.59899999;219.179;0.0;40460.35199999;-551.849
S;SUL;2026-03-25 03:00:00;1574.299;1098.91699999;343.424;1.0;13153.355;-10135.715
NE;NORDESTE;2026-03-25 04:00:00;3879.284;599.114;9011.654;6.047;13366.307;129.79199999
N;NORTE;2026-03-25 04:00:00;16023.663;2085.68;85.94;0.0;8241.43999999;9953.843
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 04:00:00;55362.487;10301.22;9629.145;174.209;75651.39;-184.33
SE;SUDESTE/CENTRO-OESTE;2026-03-25 04:00:00;33903.11399999;6519.55499999;201.571;167.162;40896.14899999;-104.74699999
S;SUL;2026-03-25 04:00:00;1556.426;1096.871;329.98;1.0;13147.496;-10163.219
NE;NORDESTE;2026-03-25 05:00:00;3490.37999999;635.31899999;9451.199;210.548;13130.501;656.94499999
N;NORTE;2026-03-25 05:00:00;16025.552;2075.547;73.718;4.055;8086.793;10092.079
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 05:00:00;56745.274;10309.464;10014.638;413.535;77836.25;-353.34
SE;SUDESTE/CENTRO-OESTE;2026-03-25 05:00:00;34389.389;6483.934;165.475;197.932;42821.683;-1584.95299999
S;SUL;2026-03-25 05:00:00;2839.953;1114.664;324.24599999;1.0;13797.276;-9517.413
NE;NORDESTE;2026-03-25 06:00:00;3453.479;619.509;9704.172;2810.551;12688.024;3899.687
N;NORTE;2026-03-25 06:00:00;15258.506;1793.269;46.34;105.124;7802.97899999;9400.26
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 06:00:00;57011.671;9130.113;10257.905;4444.064;80868.73;-24.98
SE;SUDESTE/CENTRO-OESTE;2026-03-25 06:00:00;33901.28999999;5594.095;184.821;1400.009;45231.067;-4150.852
S;SUL;2026-03-25 06:00:00;4398.39599999;1123.23999999;322.572;128.38;15146.66199999;-9174.07399999
NE;NORDESTE;2026-03-25 07:00:00;2606.92999999;600.115;8657.24199999;7166.424;12596.082;6434.629
N;NORTE;2026-03-25 07:00:00;13014.19;1741.167;23.075;441.554;7711.33;7508.656
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 07:00:00;52146.641;8739.169;9154.062;13495.398;84047.25;-511.98
SE;SUDESTE/CENTRO-OESTE;2026-03-25 07:00:00;31134.552;5299.615;136.187;4907.303;47142.989;-5665.332
S;SUL;2026-03-25 07:00:00;5390.96899999;1098.272;337.558;980.117;16596.852;-8789.936
NE;NORDESTE;2026-03-25 08:00:00;2121.031;607.429;8905.515;10157.76299999;12905.14399999;8886.594
N;NORTE;2026-03-25 08:00:00;11040.441;1739.436;4.59199999;848.905;7997.957;5635.417
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 08:00:00;47169.848;8751.803;9241.263;21544.99;87307.61;-599.71
SE;SUDESTE/CENTRO-OESTE;2026-03-25 08:00:00;28542.74699999;5292.553;93.438;8434.31799999;48895.28199999;-6532.22599999
S;SUL;2026-03-25 08:00:00;5465.629;1112.385;237.718;2104.004;17509.231;-8589.49499999
NE;NORDESTE;2026-03-25 09:00:00;1926.533;616.304;7588.321;11366.925;13001.94799999;8496.135
N;NORTE;2026-03-25 09:00:00;10307.075;1754.50699999;12.484;1190.518;8070.94;5193.644
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 09:00:00;43939.092;8737.959;7906.408;26873.954;88057.2;-599.79
SE;SUDESTE/CENTRO-OESTE;2026-03-25 09:00:00;27208.869;5254.27199999;84.393;11284.221;49726.412;-5894.657
S;SUL;2026-03-25 09:00:00;4496.615;1112.876;221.20999999;3032.29;17257.904;-8394.913
NE;NORDESTE;2026-03-25 10:00:00;1922.676;605.77;6302.276;11782.103;13133.347;7479.47799999
N;NORTE;2026-03-25 10:00:00;10205.679;1760.482;52.711;1536.376;8173.189;5382.05899999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 10:00:00;43133.701;8707.504;6638.937;30338.37;89418.28;-599.77
SE;SUDESTE/CENTRO-OESTE;2026-03-25 10:00:00;27112.991;5231.684;86.312;13265.775;50779.109;-5082.347
S;SUL;2026-03-25 10:00:00;3892.355;1109.568;197.63799999;3754.116;17332.637;-8378.95999999
NE;NORDESTE;2026-03-25 11:00:00;1918.028;607.155;5291.903;12136.00599999;13368.12599999;6584.966
N;NORTE;2026-03-25 11:00:00;10251.338;1757.061;85.732;1813.068;8276.72799999;5630.471
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 11:00:00;42308.367;8724.536;5643.573;33248.902;90525.18;-599.8
SE;SUDESTE/CENTRO-OESTE;2026-03-25 11:00:00;26618.08199999;5251.81399999;81.686;15287.263;51528.533;-4289.688
S;SUL;2026-03-25 11:00:00;3520.919;1108.50599999;184.252;4012.56499999;17351.79499999;-8525.553
NE;NORDESTE;2026-03-25 12:00:00;1931.995;600.73399999;4504.167;11624.17;13310.25899999;5350.807
N;NORTE;2026-03-25 12:00:00;10175.068;1756.333;84.48399999;1808.975;8257.411;5567.449
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 12:00:00;41270.128;8795.818;4869.669;32291.112;87826.5;-599.78
SE;SUDESTE/CENTRO-OESTE;2026-03-25 12:00:00;26302.417;5331.23499999;80.71299999;15195.222;50278.404;-3368.81699999
S;SUL;2026-03-25 12:00:00;2860.648;1107.516;200.305;3662.745;15980.428;-8149.214
NE;NORDESTE;2026-03-25 13:00:00;1920.845;596.41;4876.003;11049.12699999;13501.834;4940.551
N;NORTE;2026-03-25 13:00:00;11823.409;1761.246;79.265;1612.07699999;8501.511;6774.486
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 13:00:00;45698.32;8893.047;5189.353;30501.684;90882.25;-599.85
SE;SUDESTE/CENTRO-OESTE;2026-03-25 13:00:00;28326.799;5425.31899999;66.648;14318.32;51398.334;-3261.24799999
S;SUL;2026-03-25 13:00:00;3627.26699999;1110.07199999;167.437;3522.16;17480.57299999;-9053.637
NE;NORDESTE;2026-03-25 14:00:00;2049.35;603.45;5447.12199999;10122.91;13691.80599999;4531.026
N;NORTE;2026-03-25 14:00:00;12813.721;1794.67999999;72.168;1327.885;8835.749;7172.705
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 14:00:00;51622.018;9012.755;5721.301;27072.024;94027.99;-599.89
SE;SUDESTE/CENTRO-OESTE;2026-03-25 14:00:00;30568.34099999;5509.029;36.955;12380.366;52960.683;-4465.992
S;SUL;2026-03-25 14:00:00;6190.606;1105.596;165.05599999;3240.863;18539.751;-7837.62999999
NE;NORDESTE;2026-03-25 15:00:00;3162.21199999;623.708;6764.992;8259.48;14217.317;4593.075
N;NORTE;2026-03-25 15:00:00;13656.17599999;1862.057;102.012;999.928;8773.77499999;7846.398
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 15:00:00;58083.852;9528.963;7071.545;20573.974;95452.33;-194.0
SE;SUDESTE/CENTRO-OESTE;2026-03-25 15:00:00;33168.94699999;5939.87999999;15.341;8874.41499999;53804.00999999;-5805.427
S;SUL;2026-03-25 15:00:00;8096.517;1103.318;189.2;2440.15099999;18657.229;-6828.043
NE;NORDESTE;2026-03-25 16:00:00;4511.543;680.287;8280.00399999;4445.818;14661.087;3256.565
N;NORTE;2026-03-25 16:00:00;14327.18;2091.535;95.496;595.55999999;8690.689;8419.082
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 16:00:00;64526.484;10674.118;8570.177;12210.538;95981.32;0.0
SE;SUDESTE/CENTRO-OESTE;2026-03-25 16:00:00;36400.937;6817.24499999;6.5;5675.133;53640.654;-4740.83899999
S;SUL;2026-03-25 16:00:00;9286.824;1085.051;188.177;1494.027;18988.887;-6934.808
NE;NORDESTE;2026-03-25 17:00:00;5199.67;770.003;9877.185;412.268;14777.043;1482.083
N;NORTE;2026-03-25 17:00:00;15340.208;2166.03999999;86.598;222.767;8535.727;9279.886
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 17:00:00;69569.965;11418.32;10154.261;2989.846;94132.39;0.0
SE;SUDESTE/CENTRO-OESTE;2026-03-25 17:00:00;40196.76999999;7397.72199999;7.0;1834.955;52310.45799999;-2874.011
S;SUL;2026-03-25 17:00:00;8833.31699999;1084.55499999;183.47799999;519.856;18509.16399999;-7887.958
NE;NORDESTE;2026-03-25 18:00:00;5891.003;757.779;11212.76;6.114;15493.711;2373.945
N;NORTE;2026-03-25 18:00:00;15508.815;2200.11999999;79.137;27.99499999;8438.16499999;9377.902
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 18:00:00;73493.389;11788.013;11505.312;156.457;96943.17;0.0
SE;SUDESTE/CENTRO-OESTE;2026-03-25 18:00:00;43960.326;7727.03499999;9.942;100.92899999;54498.935;-2700.70299999
S;SUL;2026-03-25 18:00:00;8133.24499999;1103.079;203.473;21.419;18512.36;-9051.144
NE;NORDESTE;2026-03-25 19:00:00;5990.844;762.237;11846.818;5.38899999;15368.41699999;3236.87099999
N;NORTE;2026-03-25 19:00:00;15642.41;2218.224;98.145;0.634;8675.03699999;9284.376
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 19:00:00;74474.894;12051.871;12200.742;15.507;98743.01;0.0
SE;SUDESTE/CENTRO-OESTE;2026-03-25 19:00:00;44867.665;7955.559;27.24;8.484;55340.132;-2481.18399999
S;SUL;2026-03-25 19:00:00;7973.975;1115.851;228.539;1.0;19359.428;-10040.063
NE;NORDESTE;2026-03-25 20:00:00;5975.91399999;769.829;11656.046;0.0;15274.174;3127.615
N;NORTE;2026-03-25 20:00:00;16155.328;2236.12;79.668;0.0;8786.681;9684.435
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 20:00:00;73739.118;11767.516;12127.344;1.0;97634.98;0.0
SE;SUDESTE/CENTRO-OESTE;2026-03-25 20:00:00;44075.455;7645.77599999;87.781;0.0;54737.969;-2928.95699999
S;SUL;2026-03-25 20:00:00;7532.421;1115.791;303.849;1.0;18836.154;-9883.093
NE;NORDESTE;2026-03-25 21:00:00;5954.974;763.187;12190.137;0.0;15361.548;3546.74999999
N;NORTE;2026-03-25 21:00:00;16316.685;2237.09699999;103.318;0.0;8908.29799999;9748.802
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 21:00:00;71547.529;11648.314;12825.829;1.0;96022.67;0.0
SE;SUDESTE/CENTRO-OESTE;2026-03-25 21:00:00;41971.424;7541.209;133.447;0.0;53451.601;-3805.52099999
S;SUL;2026-03-25 21:00:00;7304.446;1106.821;398.927;1.0;18301.22499999;-9490.031
NE;NORDESTE;2026-03-25 22:00:00;5558.535;745.19799999;13002.836;0.0;15379.187;3927.382
N;NORTE;2026-03-25 22:00:00;16232.989;2247.71299999;104.779;0.0;8955.11499999;9630.366
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 22:00:00;67377.449;11723.07;13667.424;1.0;92604.67;164.27
SE;SUDESTE/CENTRO-OESTE;2026-03-25 22:00:00;39532.976;7625.931;142.493;0.0;50760.074;-3458.67399999
S;SUL;2026-03-25 22:00:00;6052.949;1104.228;417.316;1.0;17510.296;-9934.803
NE;NORDESTE;2026-03-25 23:00:00;4659.348;725.545;12852.692;0.0;14868.74;3368.845
N;NORTE;2026-03-25 23:00:00;16120.383;2250.547;90.703;0.0;8842.293;9619.34
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-25 23:00:00;62609.386;11690.729;13571.207;1.0;87501.97;370.36
SE;SUDESTE/CENTRO-OESTE;2026-03-25 23:00:00;36683.19299999;7603.41399999;185.226;0.0;47523.86299999;-3052.02999999
S;SUL;2026-03-25 23:00:00;5146.462;1111.223;442.586;1.0;16267.07;-9565.799
NE;NORDESTE;2026-03-26 00:00:00;4532.883;602.76899999;13439.488;0.0;14651.269;3923.871
N;NORTE;2026-03-26 00:00:00;15519.65;2252.217;77.668;0.0;8682.907;9166.628
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-26 00:00:00;57463.165;11535.611;14118.696;1.0;83118.47;0.0
SE;SUDESTE/CENTRO-OESTE;2026-03-26 00:00:00;34370.17;7563.057;200.616;0.0;44630.298;-2496.455
S;SUL;2026-03-26 00:00:00;3040.462;1117.568;400.924;1.0;15153.998;-10594.044
NE;NORDESTE;2026-03-26 01:00:00;4336.813;619.085;14992.431;0.0;14182.879;5765.45
N;NORTE;2026-03-26 01:00:00;12827.44399999;2250.04199999;76.959;0.0;8423.95399999;6730.491
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-26 01:00:00;52199.607;11476.054;15609.66;1.0;79308.08;-21.76
SE;SUDESTE/CENTRO-OESTE;2026-03-26 01:00:00;32246.955;7509.13299999;232.413;0.0;42378.417;-2389.916
S;SUL;2026-03-26 01:00:00;2788.39499999;1097.79399999;307.85699999;1.0;14322.83199999;-10127.786
NE;NORDESTE;2026-03-26 02:00:00;4158.259;634.034;15309.12699999;0.0;13821.74899999;6279.671
N;NORTE;2026-03-26 02:00:00;11883.457;1931.99099999;69.67;0.0;8237.467;5647.651
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-26 02:00:00;49726.19;11002.068;15823.843;1.0;76606.84;-53.74
SE;SUDESTE/CENTRO-OESTE;2026-03-26 02:00:00;30879.08799999;7335.241;219.44;0.0;40839.779;-2406.01
S;SUL;2026-03-26 02:00:00;2805.38599999;1100.80199999;225.606;1.0;13707.841;-9575.047
NE;NORDESTE;2026-03-26 03:00:00;3870.407;602.70399999;15404.95199999;0.0;13642.12099999;6235.942
N;NORTE;2026-03-26 03:00:00;12138.443;1224.344;40.688;0.0;8062.353;5341.122
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-26 03:00:00;49148.094;10234.657;15881.178;1.0;75318.75;-53.83
SE;SUDESTE/CENTRO-OESTE;2026-03-26 03:00:00;30861.905;7310.147;231.937;0.0;40171.629;-1767.63999999
S;SUL;2026-03-26 03:00:00;2277.339;1097.462;203.601;1.0;13442.651;-9863.249
NE;NORDESTE;2026-03-26 04:00:00;3613.669;603.176;15300.075;5.479;13583.40299999;5938.996
N;NORTE;2026-03-26 04:00:00;12787.493;1183.12499999;25.526;0.0;7960.098;6036.046
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-26 04:00:00;49325.37;10177.698;15783.513;13.863;75302.28;-1.84
SE;SUDESTE/CENTRO-OESTE;2026-03-26 04:00:00;30911.771;7303.161;241.032;7.384;40331.093;-1867.745
S;SUL;2026-03-26 04:00:00;2012.437;1088.236;216.88;1.0;13427.686;-10109.133
NE;NORDESTE;2026-03-26 05:00:00;3263.52899999;590.11699999;15110.425;202.13299999;13357.911;5808.293
N;NORTE;2026-03-26 05:00:00;14350.599;1181.075;35.753;5.572;7994.338;7578.66099999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-03-26 05:00:00;51857.664;9973.071;15656.46;243.633;77677.24;53.59
SE;SUDESTE/CENTRO-OESTE;2026-03-26 05:00:00;31467.069;7111.566;245.511;34.928;42189.406;-3330.332
S;SUL;2026-03-26 05:00:00;2776.46699999;1090.313;264.771;1.0;14135.58199999;-10003.03099999
NE;NORDESTE;2026-03-26 06:00:00;2909.166;573.179;13801.475;1991.05199999;12934.087;6340.785
